molecular_weight	gravy	pI	rna_detected_percent	highest_tpm	binary_status
53.4239493	-0.859137577	9.018240547	99.35	168.4243	1
60.4635934	-0.268336315	5.558364677	99.98	200.2283	1
57.3874677	-0.327897839	6.129426003	99.98	508.736	1
10.73138	-0.101010101	9.953032112	99.98	172.6892	1
66.6159341	-0.397235772	9.519224358	99.95	306.744	1
106.9157769	0.052713987	5.615715218	99.98	29.5894	1
30.5694522	-0.742348754	5.834488487	99.95	117.058	1
77.7402127	-0.46020558	8.660376549	99.95	189.3994	1
9.9474589	-0.132954545	6.250038338	2.66	184.1396	1
75.6166141	-0.370258621	4.855948448	99.84	316.062	1
55.9954573	-0.726153846	9.679621696	99.98	186.4758	1
58.7166107	-0.430056711	6.339048195	99.98	40.0496	1
105.1217441	0.1208159	6.141987419	99.95	191.2398	1
67.8901483	0.284253247	9.102113914	99.96	1137.435	1
50.7334436	-0.420888889	4.701516914	99.98	1284.8856	1
67.3021918	-0.151655629	5.784413338	99.82	148.7092	1
25.8272116	0.520987654	10.14031277	99.88	259.8613	1
65.2420359	0.369439728	8.759915733	76.77	409.0111	1
31.4305579	-0.101398601	5.289232063	99.96	1253.9864	1
14.2428891	-2.023387097	8.475352287	29.24	4405.7663	1
72.2044019	-0.890993789	6.533494377	99.98	41.5726	1
29.9925755	-1.000746269	5.527785301	99.82	325.733	1
51.9632625	-0.086373166	6.577260399	99.96	225.6136	1
39.5750869	-0.327586207	8.230888176	37.97	502.4205	1
55.5942742	-0.733727811	5.707055473	99.98	201.3577	1
32.6114146	-0.237037037	6.950067329	99.7	128.6383	1
32.3585932	-0.161279461	7.607864952	99.29	71.3653	1
27.2093824	0.681666667	8.883243752	81.61	396.5734	1
19.3119404	-0.937125749	5.756448555	99.81	502.9518	1
23.8783066	-0.217674419	9.300354195	99.95	945.4188	1
57.5794401	0.462406015	9.382873726	99.98	276.817	1
35.9843926	-0.802140673	5.715922356	99.91	135.247	1
27.156368	-0.404545455	5.993751335	99.98	360.3013	1
39.8003941	-0.701075269	8.283494377	98.22	61.1921	1
15.4552432	-0.379136691	4.507127571	99.95	155.4908	1
40.1399191	0.317002882	6.541736031	99.56	216.2471	1
14.6850337	0.059541985	5.884052086	99.88	221.9886	1
56.787363	-0.462550607	7.597065544	99.77	55.6883	1
21.5225142	-0.056716418	9.603613472	99.96	89.8039	1
37.5332427	-0.248688047	4.656557274	99.84	67.59	1
101.8000102	-0.134797297	6.177739143	99.74	88.9538	1
13.6104791	-0.132	5.386483574	99.96	1483.8657	1
40.6603521	0.050546448	9.639780235	99.93	55.617	1
39.296103	-0.240289855	9.410401726	99.98	117.1699	1
30.1484812	-0.159315589	8.95351429	99.89	41.4044	1
54.3577361	-0.463419913	4.910457039	99.91	49.1841	1
20.2266852	-0.367741935	8.287491417	82.21	53.1523	1
37.0031467	-0.201519757	8.420360756	99.74	166.5944	1
52.6512176	-0.494267516	5.047723198	99.98	78.3452	1
64.6204667	-0.510321489	9.662215233	99.98	53.6475	1
43.5471767	-0.279691517	9.500657463	99.51	238.3008	1
41.4799867	-0.318356164	9.284043694	99.7	1408.6044	1
36.9121439	0.157100592	8.472257805	8.64	71.1682	1
47.8941581	-0.392361111	6.40566349	91.54	329.4709	1
77.5552894	-0.243874644	5.065684319	99.98	973.752	1
71.0661449	-0.283050847	5.380401802	99.98	60.3541	1
37.1764305	-0.259259259	5.129798698	99.93	86.5453	1
13.9715797	-0.076744186	5.141564369	33.76	1699.1382	1
14.6583474	-0.270454545	5.03919735	35.06	1426.6208	1
48.6062148	-0.935402299	6.24992466	99.98	97.7973	1
31.2816304	-0.475645756	8.948550224	99.96	83.7655	1
54.0458518	-0.263636364	5.694664574	99.72	109.8192	1
21.1746405	-0.862162162	9.515743065	98.03	103.4237	1
25.5501368	-0.20995671	9.143631554	99.98	555.9039	1
118.9714994	-1.079359095	4.715726662	99.98	470.9336	1
69.6191062	-0.675326797	5.862396431	99.98	728.4599	1
61.276834	-0.030782918	7.676128578	99.89	135.6031	1
26.9316436	-0.392682927	6.910223198	99.98	807.924	1
76.264627	-0.1475	8.884790993	99.93	173.069	1
100.5526904	-0.388035126	8.423261833	99.95	106.1699	1
25.6931005	-0.30862069	6.448235893	99.96	63.8266	1
57.7813458	-0.130588235	8.887756538	91.4	883.5371	1
17.5523795	-0.922222222	9.848722267	99.98	107.0471	1
19.8137685	-0.333862434	4.627114677	99.95	95.7567	1
59.4343014	-0.200736648	6.069517708	99.98	124.6198	1
27.5694496	0.059920635	9.006765175	99.98	766.8054	1
58.3031096	-0.128355388	5.242283058	99.96	30.2735	1
39.2781765	-1.084507042	5.30514698	99.95	2169.571	1
69.9692415	-0.231677019	5.902070045	98.36	32.1498	1
59.4269386	-1.448867925	5.126502037	99.98	345.6518	1
47.1119482	0.00258216	5.987953758	75.11	536.2333	1
50.3692419	0.010970464	6.424931908	99.98	930.9657	1
35.451083	-0.438636364	5.140143394	90.01	198.099	1
36.9632314	-0.437538462	4.703051567	74.35	1654.5832	1
52.796773	-0.449574468	9.216351891	99.96	144.8016	1
45.4968371	0.018969555	7.573818398	99.98	421.5806	1
81.0824653	-0.538547486	8.927726936	99.91	28.8566	1
49.4219247	-0.676286353	6.271125603	99.98	76.1132	1
41.553414	-0.651666667	5.194026756	99.77	338.2841	1
13.3652733	-0.375	6.286244774	99.98	178.4446	1
55.0172616	0.004117647	6.242762947	99.96	509.7588	1
15.362463	-0.086330935	5.816072655	99.58	134.8698	1
69.4838587	-0.683554817	6.243842888	99.89	339.7403	1
68.433207	-0.187785016	6.556343651	98.22	123.8746	1
61.6036402	-0.399253731	5.810331917	83.02	60.9361	1
51.7664494	-0.368141593	5.646294594	99.91	268.1741	1
79.4040146	-0.169522472	8.72774601	99.96	267.675	1
40.1109847	-0.093188011	5.422917366	99.96	441.7239	1
35.9984665	-0.625320513	8.626530647	99.93	3615.5151	1
79.7581387	-0.246935933	8.965634346	99.59	264.4847	1
83.1006343	-0.360728745	8.581660652	99.96	271.6976	1
45.5083706	-0.324630542	4.934784126	99.95	298.1505	1
104.2733585	-0.430836048	5.855575752	99.98	254.9506	1
51.4279496	0.49055794	9.205972481	98.85	1286.9904	1
47.1178261	-0.349090909	5.420473289	99.98	3375.2048	1
46.6184291	-0.430992736	5.650102806	99.98	83.7642	1
24.7938112	-0.689497717	4.720557976	99.95	122.2455	1
50.3220557	-0.006223176	5.804818535	99.98	176.4813	1
8.4773822	-1.186842105	9.387837791	99.89	127.0688	1
55.2974419	-0.0108	5.840627098	99.98	134.6125	1
103.4061801	-0.524838013	7.468609428	99.82	92.1428	1
120.4754186	0.023956443	5.758892632	99.95	116.2615	1
77.3554629	-0.219148936	5.579792976	99.98	115.8143	1
122.8010803	-0.628073394	5.985566521	99.98	65.7531	1
123.2342249	-0.297442922	8.00015583	99.95	52.3364	1
41.1884589	-0.373024523	6.599313927	99.89	253.0246	1
37.5639525	-0.177620397	5.028625298	99.98	373.9519	1
38.384207	-0.164985994	5.728199577	99.75	174.255	1
26.1640655	-0.535169492	7.824092674	99.91	86.9405	1
46.1040453	-0.348284314	8.824384117	99.96	80.7901	1
93.0476553	-0.788057901	5.041925621	99.98	798.0781	1
18.4288717	-0.159649123	9.112299919	99.93	15974.8522	1
63.4649094	-0.23754386	7.616618156	99.96	226.6147	1
39.8670892	-0.62752809	5.079609871	98.66	75.578	1
126.3729817	-0.599464764	5.473788261	99.98	177.2565	1
17.9714938	0.643406593	6.475177574	99.91	1392.3041	1
47.7249184	-0.233035714	5.952656746	99.98	805.0576	1
35.6784676	-0.073413897	9.467714119	75.32	5332.1281	1
36.1370087	0.060606061	6.520535088	85.62	468.6069	1
34.8892039	-0.01554878	8.597326469	95.77	9514.7776	1
12.2985563	-1.091304348	7.796500206	99.98	819.5741	1
7.3404401	-0.5359375	11.15871983	100	2361.7126	1
42.1727742	-0.215119363	5.50027523	99.96	53.7053	1
24.9542198	-0.945374449	5.325836372	99.96	99.3338	1
62.4832551	-0.836042403	4.623135948	99.86	279.2008	1
17.8038412	-0.717088608	5.415130424	99.98	174.7428	1
57.4550945	-0.232071713	9.217318916	85.14	664.263	1
35.1696998	-1.584488449	11.54256458	99.98	258.2494	1
40.086221	-0.17082153	9.141761971	46.04	51.7901	1
117.2563058	-0.52352381	5.997047997	99.96	113.1303	1
40.4794328	-0.463812155	7.159575844	99.51	859.0545	1
36.0660127	0.03963964	5.383300591	99.98	1334.6321	1
32.6740839	0.00852459	9.446504021	99.98	3097.6804	1
141.4487181	-0.304018913	5.813401222	99.98	349.5393	1
58.7466415	0.646812386	9.376169014	99.89	189.413	1
59.9907317	0.607637655	9.335940742	99.96	412.0709	1
59.0553463	-0.257274401	5.583316994	99.98	662.7192	1
81.9570201	-0.011369863	6.136758232	99.88	29.6669	1
81.872331	-0.359383378	7.179185295	99.91	201.4418	1
11.9874315	-0.284821429	5.740135765	99.98	1664.9846	1
45.8610245	-0.348815166	5.475038719	99.98	196.604	1
45.5520831	-0.298284314	5.919178581	99.98	1000.7257	1
43.9751266	-0.238118812	6.371332741	99.86	79.5948	1
94.7026478	-0.395034642	7.203171349	99.96	205.2607	1
14.4040856	-0.183333333	9.430386925	99.98	1000.595	1
81.7916524	0.427709191	8.915735817	99.96	239.1101	1
146.1137401	-0.360336907	5.20056324	99.98	206.3165	1
56.4404615	-0.732163743	5.60036869	99.98	466.3558	1
66.0778708	-0.120428336	6.176772881	99.98	126.6298	1
31.5985957	-0.303900709	5.903206825	99.88	127.0746	1
47.1418968	-0.319164619	9.256773567	99.93	141.9443	1
21.4855088	-0.623369565	7.726146889	99.95	443.0887	1
52.1548674	0.537396694	4.991509438	99.98	200.1975	1
46.4361629	-0.040330189	5.781400871	99.12	701.446	1
65.9587584	-0.513249211	9.277210045	99.96	204.1907	1
43.7199334	-0.202791878	4.763300896	99.95	101.2648	1
84.3072148	-0.034056122	7.755021095	99.88	1410.4273	1
96.8533051	-0.359298246	5.666131401	99.91	148.8025	1
60.0559567	-0.546934866	9.477900124	99.93	68.5481	1
51.4371177	-0.585842697	6.791088676	99.96	106.8626	1
19.6334281	0.098333333	8.801562309	99.81	1229.6796	1
54.1055662	-0.410882957	5.994774437	99.67	77.3571	1
65.4767361	-0.25	5.707623863	99.95	51.9421	1
18.3379595	-0.76625	10.59558849	99.95	173.8242	1
46.7668064	-0.020714286	8.501784325	99.84	922.8765	1
31.19923	-0.498220641	11.14253826	99.98	410.4883	1
22.532843	-0.906896552	9.133896828	99.93	368.1169	1
38.14384	-0.839825581	4.459325981	92.6	91.986	1
94.0536287	-0.504399524	8.354280663	99.68	56.8784	1
16.8502251	0.051612903	4.723513603	43.7	81.3923	1
33.0651443	-0.2090301	7.14292202	99.91	137.9478	1
122.5007109	-0.198800738	7.235967445	99.98	661.7582	1
42.8132163	-0.873657289	7.899714088	93.51	1663.5235	1
51.1170687	-0.297963801	6.708842659	99.93	75.9411	1
53.9212634	-0.086185567	5.661300087	51.81	621.3915	1
37.7409248	-0.516666667	8.968342018	99.98	153.6553	1
14.4414621	-0.26	8.732000923	99.96	380.1216	1
15.8868526	-0.388275862	5.334930611	42.16	40.5727	1
42.6555302	-0.589210526	4.889767647	99.95	165.4587	1
78.0002219	-0.542774566	6.465117073	99.98	1061.188	1
13.3237019	-1.253508772	9.122679329	99.93	230.3152	1
64.4111564	-0.299826389	5.442981529	99.95	107.7277	1
52.8328203	-0.332150313	6.749653053	97.78	533.9764	1
18.7780036	-0.038596491	5.629981804	99.98	109.6842	1
10.3886425	-1.076086957	9.00218792	98.96	292.9937	1
53.5225189	-1.038185654	4.778135872	95.24	364.6187	1
36.9648336	-0.736227545	4.287274361	99.98	247.9114	1
63.1117652	-0.153723404	8.329202461	99.96	154.9196	1
86.0223509	-0.320236531	9.265734673	99.98	671.9903	1
44.6961247	-0.027365729	9.677752113	99.82	71.2721	1
57.1278957	-0.813840156	9.180185127	99.95	221.0921	1
46.8171928	-0.072897196	8.695253944	99.65	31.0133	1
23.1200321	-0.25	7.591836357	98.41	47.5572	1
34.8351415	0.606153846	9.672723579	99.96	118.0634	1
65.0291023	-0.336851211	6.011882973	99.95	1276.323	1
36.2657989	-0.526182965	5.764690208	99.96	2190.462	1
22.0610388	-0.512244898	8.556517982	99.67	649.6695	1
22.8532306	-0.596	8.785767555	98.85	102.2785	1
21.53768	-0.536125654	9.21757679	98.06	74.4685	1
59.9289621	-0.498676749	7.921568871	95.31	85.0206	1
63.6889067	-0.843447038	4.782682991	35.15	163.5478	1
77.479467	-0.294508671	8.481928062	99.98	640.777	1
34.8011272	-0.661829653	4.762959862	99.91	60.7168	1
41.7575969	-0.414864865	9.377845192	99.47	156.9776	1
65.0157547	-0.704721754	9.106949043	99.1	244.9271	1
34.9829303	-0.590938511	9.083224678	66.33	642.209	1
39.2342935	-0.778729282	6.299431419	99.56	195.4129	1
48.7081985	-0.684510251	6.542077065	99.98	93.6245	1
61.7772464	-0.372302158	6.236510658	99.98	65.4247	1
30.9166231	0.023859649	9.249746513	99.93	331.5402	1
8.3826679	-0.11369863	8.051343727	99.96	4039.824	1
42.063099	-0.524456522	7.276493645	99.84	542.7409	1
19.3772293	-0.642196532	10.50481701	99.98	2669.5127	1
67.71738	-0.196210873	5.25285511	99.96	111.7441	1
33.2167487	-0.183333333	9.929307747	99.98	126.5748	1
25.2502207	-0.761363636	4.98406353	99.98	156.393	1
24.8417522	-0.259292035	5.699609566	99.96	342.288	1
46.8235491	-0.006004619	5.169472313	99.81	584.6347	1
83.1670375	-0.054570259	6.822293282	99.98	142.0396	1
34.7902215	-0.707051282	5.015438652	99.95	760.7414	1
52.9710857	0.719135802	8.200652504	99.96	404.8325	1
28.1632518	-0.061507937	6.089354515	99.81	82.4491	1
31.09814	-0.991756272	5.922702599	94.66	605.9077	1
34.7154755	-0.088311688	4.892780113	98.11	40.8609	1
28.0284112	-0.321774194	4.822527122	99.98	1640.0863	1
122.6584274	-0.333455545	6.506154823	99.98	145.1364	1
140.7932421	-0.494869771	6.015350151	99.96	106.812	1
57.06739	-0.331349206	8.96028347	99.98	419.3334	1
73.160507	-0.72192846	4.827642632	99.98	148.7364	1
55.4474137	-0.693574297	6.071279716	94.59	81.5785	1
22.8021513	-0.172815534	10.1365736	99.95	253.6562	1
51.5499778	-0.436842105	5.661413765	98.96	2075.7781	1
68.7361415	-0.65553719	9.414140892	99.96	89.366	1
51.9714157	0.003218884	5.853131676	96.46	473.4328	1
103.5370747	-0.19715847	7.004860115	99.95	50.6055	1
83.680589	-0.177235772	7.209480476	99.79	116.6732	1
34.8534168	-0.772468354	9.047315788	96.65	371.1485	1
88.7558092	-0.360050569	5.90292263	99.98	212.5712	1
65.0764343	-0.748983051	6.345641518	99.98	1445.5836	1
39.4837549	-0.621937322	4.801780891	99.81	484.249	1
20.9387498	-0.255675676	7.959798622	99.96	162.0251	1
15.0844479	-0.359558824	9.20758419	99.98	2028.1363	1
36.404693	-0.494970414	6.064288521	99.98	1201.3969	1
78.5781216	-0.414783821	9.629852104	99.95	314.9789	1
52.0629517	-0.240217391	5.879277611	99.98	47.6708	1
53.5080633	0.428252033	8.920699883	99.96	91.6959	1
72.8906647	-0.29119403	5.981303596	80.82	700.7249	1
109.2019503	-0.02003988	6.028707314	99.98	482.1288	1
110.7083406	-0.191943605	5.819028282	99.93	400.3673	1
50.2952109	-0.270640177	6.522808647	99.98	653.472	1
33.6917887	-0.407876712	6.654618263	92.42	1035.2099	1
116.397728	-0.466731707	6.901242638	99.98	233.588	1
58.5724233	-0.260970874	5.259107399	99.96	100.4649	1
28.2961601	-0.186046512	9.242526054	99.96	256.7952	1
30.8782407	0.067741935	8.741155434	99.93	99.8863	1
29.8830167	0.024	8.582885551	99.93	222.7674	1
39.0698933	-0.167919075	4.796438026	99.89	520.8829	1
6.9259369	-0.075806452	6.201441002	99.86	101.0229	1
52.9769226	-0.182389937	5.807489967	99.42	103.2332	1
72.0516195	-0.769826224	8.864805794	99.98	637.8077	1
48.1980917	-0.655787037	4.241803169	99.98	242.4424	1
16.7791576	-0.488	9.630109978	99.91	241.8917	1
143.4470498	-0.496984127	6.685936546	99.98	171.1959	1
42.0730198	-0.118783069	8.397732353	99.96	721.7253	1
132.2262801	-0.118487395	5.85961132	99.98	133.2438	1
43.6876352	-0.466412214	4.292901421	99.98	235.3235	1
64.4824158	0.122495606	9.175865746	97.97	234.2648	1
46.2481253	0.776580796	7.037997246	99.95	470.3272	1
22.7303967	-0.405116279	7.044420052	99.88	96.4561	1
21.1683826	-0.01875	8.732774544	99.74	73.8731	1
28.5942588	-0.422745098	9.262511253	99.95	226.8978	1
67.6248902	-0.18296796	7.652540398	48.4	43.0974	1
89.8579193	-0.915736041	4.928531837	99.98	264.4307	1
12.6760627	-0.203333333	6.491376686	99.98	6413.0293	1
37.2191944	-0.120588235	6.541281319	99.98	235.7792	1
48.8772575	-0.472873563	8.17370472	99.93	243.7604	1
32.5976966	-0.437716263	8.600034142	99.96	142.8343	1
42.962385	-0.248831169	7.774346352	99.59	267.1986	1
22.5395472	-0.04952381	6.227757454	99.98	704.6349	1
49.0670848	-0.765783664	8.011050987	99.98	263.6962	1
16.6512398	-0.549659864	9.648225594	95.54	203.4327	1
48.0635972	-0.047737557	7.05408268	99.98	327.5174	1
66.8182033	-0.520200334	5.886723518	99.88	48.3907	1
27.3237582	-0.3136	8.728003883	99.98	742.3373	1
118.0066201	-0.377172875	8.326301384	83.99	43.9978	1
34.4291129	0.059032258	7.958251381	99.96	127.7679	1
14.8824435	-0.421323529	5.336010551	99.93	1889.8276	1
44.2087419	-0.442025316	6.479952049	99.95	154.4699	1
40.3259984	-0.364722222	8.315793037	99.96	2411.7651	1
70.8123212	-0.205069124	6.931139946	99.98	520.8846	1
58.9713813	-0.425239006	8.561739922	99.98	843.7147	1
60.1050686	-0.476513761	5.074664879	98.41	412.5254	1
36.1407178	-0.06097561	5.773898125	99.98	258.4232	1
34.6040962	-0.368300654	5.099503517	99.98	192.871	1
49.4418841	-0.530066815	8.992517662	99.14	27.515	1
40.8497547	-0.464542936	6.609772301	99.24	1868.4916	1
22.0966308	-0.326237624	5.44349308	99.96	66.5014	1
121.423067	-0.654468485	5.534435463	99.91	249.5686	1
37.0906628	-0.710619469	5.702792549	99.96	189.261	1
45.3311446	0.114354067	5.099730873	99.42	104.4409	1
35.3764585	-0.732628399	8.522607613	98.1	58.5382	1
40.1735668	-0.453693182	9.082257652	99.88	119.6722	1
34.11881	-0.077272727	9.878571129	99.96	127.6655	1
37.4262938	-0.257142857	8.735740089	84.22	8186.5638	1
18.4634552	-1.182258065	7.104157829	95.38	71541.7716	1
26.3675514	-0.670434783	5.539607811	99.96	128.4012	1
80.7182237	-0.011538462	5.520453072	99.98	169.5317	1
40.0333683	-0.248305085	7.563701057	10.44	502.7347	1
48.5723691	-0.387935035	9.331363487	99.88	243.2109	1
48.9308188	-0.421077283	6.58788929	99.93	182.3479	1
49.5594849	-0.659009009	5.032262993	99.58	90.9396	1
12.2588828	-0.910091743	9.90803318	99.42	626.0988	1
58.9096472	0.083458647	8.408498573	99.63	56.4972	1
27.8369554	-0.292635659	6.756416893	99.95	321.5591	1
33.691619	-0.249837134	5.637427711	99.96	153.1941	1
59.7440664	-1.096755725	4.504740334	99.96	304.9769	1
22.5647978	-0.063768116	5.35857563	99.88	121.2256	1
74.5386853	-0.405239521	5.393531609	99.98	223.3698	1
35.1419417	-0.326506024	5.549952507	99.81	10899.0293	1
20.0991861	-0.093513514	9.69741497	99.68	2190.1089	1
69.0884396	-0.616449511	8.991550636	99.95	172.2074	1
64.0398612	-0.611964286	5.376707268	99.38	49.152	1
73.6449388	-0.704192547	4.977697563	99.14	105.4686	1
80.244928	-0.292165242	5.959250069	96.56	94.039	1
76.1728221	-0.245688351	6.511497688	99.56	77.3776	1
51.3079716	-0.504888889	5.56723156	91.45	512.5567	1
45.5964966	-0.026470588	8.956866646	84.88	66.2653	1
46.3709683	-0.179854369	7.556141472	99.96	680.6039	1
48.7436395	-0.079633867	5.901558495	99.98	299.0195	1
52.9912132	-0.1	5.629527092	82.92	1825.4256	1
26.3912858	-0.934210526	5.669257545	75.34	101.9627	1
46.0114234	-0.378271605	8.931659508	88.1	22.4757	1
43.8727553	-0.182850242	7.600191689	99.98	363.8928	1
52.6257781	-0.3858	8.928178215	99.98	264.2584	1
41.6829415	-0.33027027	5.764519691	94.11	176.4877	1
86.6367875	-0.502356021	6.005232811	99.88	1860.1055	1
69.6556119	-0.35488959	5.862112236	99.98	597.6875	1
64.5862782	-0.405650685	4.684749413	99.95	113.8531	1
13.4504925	-1.250413223	6.416633415	72.52	4654.1326	1
69.269714	-0.146463023	8.774098778	96.62	143.3744	1
20.3614428	-0.835519126	6.850712776	98.2	145.5388	1
83.7009688	-0.342666667	5.386028862	99.98	67.2047	1
57.2538049	-0.254720617	8.821805382	99.96	133.1958	1
45.7360838	-0.364467005	6.169554329	88.93	59.2877	1
79.3182867	-0.674162011	9.389965248	99.98	155.076	1
27.3363795	-0.123694779	9.409563637	99.96	406.1295	1
34.523071	-0.582108626	6.616251945	86.16	256.4398	1
41.0842138	-0.318282548	4.814512825	99.98	239.0486	1
92.2439066	-0.143263288	5.471116829	99.93	113.857	1
92.9290302	-0.094846626	5.408480263	99.96	105.925	1
60.8195112	-0.208058608	9.480414391	99.93	385.6215	1
25.2779349	-0.352093023	5.933388329	99.98	375.6685	1
97.347659	-0.522873563	5.345502663	99.98	212.0773	1
91.0001603	-0.470580808	6.219117928	99.75	37.6951	1
9.3885082	-0.56746988	7.822094154	78.94	795.5547	1
43.6280715	-0.286040609	9.228278542	98.43	137.9115	1
73.8411472	-0.295202399	6.602894783	99.98	970.5358	1
55.1801935	-0.28951782	5.757187462	90.99	54.6061	1
14.7292981	-0.466666667	6.275047493	99.96	768.0732	1
79.7758498	-0.00951087	8.269375801	97.27	87.2886	1
170.4770933	-0.464173228	8.090347099	99.84	55.8769	1
46.606674	-0.052112676	5.809820366	99.96	141.4077	1
49.9390516	-0.133928571	5.380060768	99.84	136.2415	1
48.6351651	-0.151382488	6.39048748	99.91	329.0791	1
41.5331292	-0.774933333	6.13181324	99.88	112.962	1
39.5935575	-0.79375	8.834118843	99.1	72.1678	1
21.0479504	-1.161956522	6.021545601	99.86	283.0269	1
74.0053379	-0.196263079	8.166871071	99.68	79.6467	1
35.6640781	-0.278233438	8.098599052	99.35	1010.0648	1
48.2358326	-0.460992908	7.509362984	99.96	229.3695	1
55.3485067	-0.215650407	9.668984413	99.84	1264.061	1
87.4636537	-0.616112532	6.721063042	99.95	129.7186	1
57.391931	-0.013282732	8.519384193	99.98	785.3777	1
8.3562028	-0.805128205	8.052246284	28.71	63.8579	1
36.3855208	-0.649544073	8.120389366	99.28	198.096	1
82.0620107	-0.208788282	5.989033699	99.84	99.8783	1
43.1108529	0.042857143	7.535679436	99.98	84.7235	1
33.2678356	-0.60295082	7.78515377	99.98	2032.1688	1
69.7714178	-0.801957586	5.773272896	99.98	671.0717	1
56.3844724	0.55390625	5.008731651	99.98	452.5479	1
78.1191797	-0.155869873	5.342547035	99.56	358.4491	1
34.1398373	-0.803311258	6.418793297	99.93	157.5854	1
79.4144357	-0.02985469	5.914801979	99.98	2321.6586	1
36.1130484	0.018348624	7.595189857	99.95	748.7795	1
47.6393695	-0.278728606	8.059724617	99.98	200.1592	1
67.5581016	-0.30794702	8.155266762	99.81	340.1771	1
35.9270081	-0.116109422	9.438445473	61.87	4111.9193	1
64.7645706	-0.404317789	5.109905052	99.95	197.2145	1
41.9952853	-0.242894737	8.304897881	99.07	586.4612	1
98.6485274	-0.589432703	9.340453529	99.98	264.592	1
11.8697563	-1.112962963	4.533387184	99.98	702.7507	1
29.5942218	-0.138405797	8.87692585	99.98	537.4805	1
16.7902301	-0.876027397	11.127775	99.96	1893.5426	1
34.0644284	-0.410645161	9.208551216	99.84	249.9847	1
65.0226829	-0.502184874	8.344739342	99.98	74.3773	1
52.9518407	-0.34248927	8.849139977	99.96	87.6607	1
20.4034043	-0.048913043	7.636057091	99.98	750.735	1
92.0577095	-0.560651629	5.420643806	99.98	87.3125	1
33.0133122	-0.622742475	9.873607063	99.98	138.2917	1
17.1342307	-0.607142857	9.647129631	99.98	579.8531	1
53.6367558	0.169135802	9.398152733	99.95	130.9297	1
52.1133312	-0.241577825	5.425929832	99.96	201.774	1
22.5979549	-1.148258706	5.813571739	99.91	167.267	1
18.203119	0.201910828	9.09869709	99.98	144.6899	0
37.511167	-0.712688822	8.903809166	100	426.8254	0
4.7466125	0.7725	6.497401619	1.13	9.2174	0
25.1016521	-0.385087719	4.594659615	68.01	33.6356	0
9.8311142	-0.779518072	6.738910484	96.25	168.2126	0
41.2544637	0.004432133	5.814026451	2.98	5.4284	0
53.1170682	-0.374468085	7.901454735	99.58	84.6812	0
32.7950756	-0.6728223	9.614895439	97.09	447.436	0
66.0349024	-0.867605634	5.402227974	97.69	182.3288	0
41.8635714	-0.671780822	5.218979073	98.24	48.4338	0
50.9893048	-0.798891353	9.596844292	99.88	54.7101	0
15.8664988	-0.789208633	5.96590023	99.91	98.3847	0
30.1814812	-0.983520599	8.106851006	88.68	16.8941	0
36.601892	-1.087345679	6.260042	39.56	149.7401	0
10.2465291	-0.234482759	5.187547112	0.41	3.1015	0
40.8959717	-0.794986072	6.080317116	94.75	212.176	0
40.8011321	-0.716850829	7.224088097	58.86	8.4051	0
50.4587348	-0.57020316	9.202297783	99.91	60.5557	0
5.3309971	-0.377083333	8.931595039	11.05	42.7801	0
33.614668	-0.708219178	6.981612968	97.41	479.3428	0
25.7466655	-0.745021645	9.015855217	99.86	46.974	0
14.1954942	0.055223881	4.765801811	77.14	44.9727	0
21.3440875	-0.28	5.853927422	82.99	49.9525	0
4.3370837	0.676315789	4.050028419	64.92	55.8856	0
32.0606805	0.28415493	5.14434948	15.05	153.5525	0
31.8283167	0.657913669	5.805330086	57.85	346.9184	0
79.3088662	-0.836865022	5.344991112	71.3	22.7864	0
25.6668431	-0.376470588	5.270532036	95.89	125.6143	0
43.3444087	0.703341902	9.17767086	71.18	50.2916	0
14.8184672	0.00212766	4.19678669	86.71	129.0531	0
17.4536183	-0.293209877	4.552030373	19	102.7549	0
7.6900709	0.032307692	10.22367039	70.56	1648.8365	0
7.7960428	-0.521212121	10.39302883	93.13	34.1701	0
27.2551583	-0.8725	5.038458443	93.05	169.3613	0
4.573164	-0.382926829	9.428839684	86.57	19.9809	0
4.6442419	-0.330952381	9.428839684	51.84	32.7575	0
24.6844431	-1.282727273	9.105853081	75.64	32.3946	0
44.0262674	-0.297922078	9.061434364	97.9	71.3813	0
32.2022366	-0.889323843	4.610233498	23.23	10.9422	0
17.8432236	-0.378481013	9.063948631	99.82	81.2352	0
11.944469	1.062616822	9.698446465	96.12	85.048	0
67.4586954	0.21461039	6.852815819	33	9.8244	0
17.8583739	1.11097561	9.81629467	60.25	145.1877	0
30.9042709	-0.372262774	9.450629997	17.31	269.4081	0
19.4111933	-1.103954802	9.953161049	10.77	52.8208	0
27.8781612	-0.24559387	5.978973198	99.74	106.3885	0
47.4012344	-0.214251781	8.757143593	82.81	456.8533	0
11.3008058	-1.044	10.39992695	89.07	187.2103	0
19.2043153	-0.684302326	9.072587395	64.27	88.3845	0
13.812109	-0.144444444	10.02833118	27.27	35.5391	0
42.7681937	-0.697150259	4.501273155	70.67	56.6427	0
30.0654518	-0.670817121	8.84024334	34.43	4.9129	0
6.0496236	-1.028571429	9.675560188	87.94	60.7518	0
9.3857601	-0.217283951	7.77275486	3.14	42.6306	0
26.4592076	-0.331718062	5.908038139	23.87	131.499	0
14.929753	-0.904166667	8.560708427	62.26	52.234	0
9.5381464	-0.480722892	11.27012119	98.06	68.6206	0
